,title,price,link
193,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","41,990",https://amazon.in//Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CLTVYC1Q/ref=sr_1_192?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E&dib_tag=se&keywords=laptop&qid=1725434393&sprefix=laptop%2Caps%2C239&sr=8-192
194,"ASUS Vivobook 14X OLED, Intel Core i5-13500H 13th Gen, 14"" (35.56 cm) 2.8K 90Hz OLED, Creator/Gaming Laptop (16 GB RAM/512 SSD/4GB GeForce RTX 3050/Win11//Backlit//Silver/1.45 kg),K3405VCB-KM541WS  ","84,729",https://amazon.in//ASUS-Vivobook-i5-13500H-Creator-K3405VCB-KM541WS/dp/B0CZ3PZ5YH/ref=sr_1_193?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E&dib_tag=se&keywords=laptop&qid=1725434393&sprefix=laptop%2Caps%2C239&sr=8-193
195,"ASUS Vivobook S 15 OLED, Intel Core i5-13500H 13th Gen, 15.6-inch 2.8K OLED 120Hz, Thin & Light Laptop (16GB/1TB SSD//Win11/Office 2021//Backlit/FingerPrint/75WHr/Cool Silver/1.7 Kg), S5504VA-MA553WS  ","80,990",https://amazon.in//ASUS-i5-13500H-15-6-inch-FingerPrint-S5504VA-MA553WS/dp/B09T8M31ML/ref=sr_1_194?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E&dib_tag=se&keywords=laptop&qid=1725434393&sprefix=laptop%2Caps%2C239&sr=8-194
196,"MSI Thin A15, Ryzen 5 7535Hs, 40Cm Fhd 144Hz Gaming Laptop(16Gb/512 Gb Nvme Ssd/Windows 11 Home/Nvidia Geforce RTX 3050, Gddr6 4Gb /Cosmos Gray/1.86Kg), B7Uc-067In - AMD  ","57,990",https://amazon.in//MSI-7535Hs-Windows-Geforce-B7Uc-067In/dp/B0CV5FB6DG/ref=sr_1_195?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E&dib_tag=se&keywords=laptop&qid=1725434393&sprefix=laptop%2Caps%2C239&sr=8-195
197,"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN  ","62,799",https://amazon.in//Samsung-Windows-Keyboard-Fingerprint-NP750XED-KC2IN/dp/B09Z1ZG7Y3/ref=sr_1_196?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E&dib_tag=se&keywords=laptop&qid=1725434393&sprefix=laptop%2Caps%2C239&sr=8-196
198,HP Pavilion Laptop 13th Gen Intel Core i5-1340P 15.6 inch(39.6cm) FHD IPS Laptop(16GB RAM /512GB SSD/Intel Iris Xe Graphics/Win 11/MSO 2021/Backlit Keyboard/FPR/B&O/Alexa/Natural Silver) 15-eg3079TU  ,"66,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDY1MDkzMjM0MDAzMjQwOjE3MjU0MzQzOTM6c3BfYnRmOjMwMDMyMDcxODQzMzAzMjo6MDo6&url=%2FHP-Pavilion-i5-1340P-Graphics-15-eg3079TU%2Fdp%2FB0C2D3NV1S%2Fref%3Dsr_1_197_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434393%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-197-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
199,"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, Thin & light, AMD Radeon graphics, Backlit KB, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fc0028AU  ","39,780",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDY1MDkzMjM0MDAzMjQwOjE3MjU0MzQzOTM6c3BfYnRmOjMwMDI4NzA4MTI1MTQzMjo6MDo6&url=%2FHP-15-6-inch-Graphics-Speakers-fc0028AU%2Fdp%2FB0BZYTPPZF%2Fref%3Dsr_1_198_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.yHqcqITWPGk4LFZ-jZV4JxrF1G3XKKcUrdzheKc3O1s0gVJ1zRY8JtsEhHqkAJ63aVUeNfe-o7OgvfVJD1uqCfJbqrDTTEZB3UAJgKO1FIBEMcuNHOmzRc6UEqNIvI3kRehs7DKNlIleZruOSuR-PlT02Uyd2-COgP3kEpIWmSsmoH8KWZZn6a-CvygZiIhPjvT9Z_4JQhog1BKOFTb2AM_hPvNt-4fJbbyt4poW7A8.X1afSe2XDkJgtpmKaKSnl65lJvTClSrw0C0m3REHt-E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434393%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
200,"Lenovo IdeaPad 3 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/Backlit/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00EDIN  ","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODU2Mzc3OTkxOTcxNjE3OjE3MjU0MzQzOTc6c3BfYXRmX25leHQ6MzAwMDUwNDAwMjI2NzMyOjowOjo&url=%2FLenovo-i5-1235U-Anti-Glare-Warranty-82RK00EDIN%2Fdp%2FB0B7R7FF23%2Fref%3Dsr_1_193_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434397%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
201,VOLTME Revo 140 PD3.1  ,"10,999",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMTIwMzA0NzQwMTA3Mzg6MTcyNTQzNDM0NjpzcF9hdGZfbmV4dDozMDAzMTAwOTk5MjQyMzI6OjA6Og&url=%2FVOLTME-Revo-140-PD3-1%2Fdp%2FB0D73V3T8Y%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.YvjPaEqBIUmNCBwHjuNmKYFWINTNwCPmS1bfkofx7f7-HpzZH0PtggvxAxdNVAwFyOTIvIRM7g55qCjMazo-emxqZSR4-Qc-8BlFexCibDvjM6Cqk_wmunAb34z9ZLuPuquK6nMrnyeh2Ff0NCbRVEvHhlTKCgIEbmA-ama1aaoMx4ysHc11j1DC1Ajpom1KCQLxqXFrRPhyBTAHiWxunEvjUQAPd2e2feeRch6AY0o.ZyJzkU8UQxd9gBUEy_KWXMOeUmoFWTGw3F19GQ8eoIk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434346%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
202,OneAssist 2 Years Total Protection Plan for Laptop Between INR 70001-80000 (E-Mail Delivery Only)  ,"3,799",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODU2Mzc3OTkxOTcxNjE3OjE3MjU0MzQzOTc6c3BfYXRmX25leHQ6MzAwMDkzNTgwNjAzMjMyOjowOjo&url=%2FOneAssist-Protection-Between-70001-80000-Delivery%2Fdp%2FB0CM6ZJJRM%2Fref%3Dsr_1_194_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434397%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
203,"Infinix Y1 Plus Neo (2023) Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop (15.6 Inch, Blue, 1.76 Kg)  ","19,990",https://amazon.in//Infinix-Plus-Intel-Celeron-N5100/dp/B0CR6PTDLK/ref=sr_1_195?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-195
204,"HP 255 G9 AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/DOS) G9 Business Laptop (15.6 inch, Natural Silver, 1.47 kg)  ","30,990",https://amazon.in//HP-Ryzen-Hexa-Core-Ryzen5-5625U/dp/B0CZXRNW4S/ref=sr_1_196?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-196
205,"ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/1TB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY039W  ","60,990",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-NY039W/dp/B0D3LZPSD7/ref=sr_1_197?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-197
206,"Dell 15 Thin & Light Laptop, AMD Ryzen5-5500U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, 15 Months McAfee, Silver, 1.69kg  ","37,480",https://amazon.in//Dell-Inspiron-Ryzen5-5500U-Processor-39-62cm/dp/B0CNZ8QNJC/ref=sr_1_198?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-198
207,"MSI Thin 15, Intel 12th Gen. Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050,GDDR 6GB /Cosmos Gray/1.86Kg), B13VE-1800IN  ","87,990",https://amazon.in//MSI-i7-13620H-Windows-GeForce-B13VE-1800IN/dp/B0CV9MDWRY/ref=sr_1_199?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-199
208,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN  ","35,490",https://amazon.in//MSI-i3-1215U-Windows-Graphics-B12M-612IN/dp/B0C9JFKHP2/ref=sr_1_200?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-200
209,"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Iris Xe/Win 11/Office 2021/75WHr/Blue/1.7 kg) S5504VA-MA541WS  ","76,990",https://amazon.in//ASUS-Vivobook-i5-13500H-Laptop-S5504VA-MA541WS/dp/B0BSDZY5FV/ref=sr_1_201?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-201
210,"HP Laptop 15s, AMD Ryzenâ„¢ 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers, Backlit KB (Win 11+MSO 2021, Silver, 1.69 kg), eq2304AU  ","38,990",https://amazon.in//HP-15-6-inch-Graphics-Speakers-eq2304AU/dp/B0CY2P29D6/ref=sr_1_202?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-202
211,"HP Pavilion 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1047AU  ","50,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODU2Mzc3OTkxOTcxNjE3OjE3MjU0MzQzOTc6c3BfbXRmOjMwMDI3NTg4MjAwMjUzMjo6MDo6&url=%2FHP-Pavilion-15-6-inch-graphics-eh1047AU%2Fdp%2FB0CRKNR9LS%2Fref%3Dsr_1_203_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434397%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-203-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
212,"HP Laptop 15s, Intel Celeron N4500, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Thin & Light, Dual Speakers (Win 11, Black, 1.65 kg), fq3066TU  ","28,490",https://amazon.in//HP-15-6-inch-Micro-Edge-Graphics-15s-fq3066TU/dp/B0CJC7S45V/ref=sr_1_19?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.YvjPaEqBIUmNCBwHjuNmKYFWINTNwCPmS1bfkofx7f7-HpzZH0PtggvxAxdNVAwFyOTIvIRM7g55qCjMazo-emxqZSR4-Qc-8BlFexCibDvjM6Cqk_wmunAb34z9ZLuPuquK6nMrnyeh2Ff0NCbRVEvHhlTKCgIEbmA-ama1aaoMx4ysHc11j1DC1Ajpom1KCQLxqXFrRPhyBTAHiWxunEvjUQAPd2e2feeRch6AY0o.ZyJzkU8UQxd9gBUEy_KWXMOeUmoFWTGw3F19GQ8eoIk&dib_tag=se&keywords=laptop&qid=1725434346&sprefix=laptop%2Caps%2C239&sr=8-19
213,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/48WHr/Graphite Black/2.3 Kg), FA506NCR-HN054W  ","72,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODU2Mzc3OTkxOTcxNjE3OjE3MjU0MzQzOTc6c3BfbXRmOjMwMDI3NTg4MjAwMzAzMjo6MDo6&url=%2FASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W%2Fdp%2FB0D5DFR78J%2Fref%3Dsr_1_204_sspa%3Fcrid%3D2XY1OKBWIK0FH%26dib%3DeyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725434397%26sprefix%3Dlaptop%252Caps%252C239%26sr%3D8-204-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
214,"ASUS Vivobook 16 (2023), Intel Core i5-13500H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (8GB/512GB SSD/Intel Iris Xáµ‰/Win 11/Office 2021/Backlit KB/Fingerprint/Siver/1.88 kg), X1605VA-MB526WS  ","57,990",https://amazon.in//ASUS-Vivobook-i5-13500H-Fingerprint-X1605VA-MB526WS/dp/B0CQLN1B17/ref=sr_1_205?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-205
215,"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN  ","62,990",https://amazon.in//MSI-i5-13420H-Windows-GeForce-B13UC-1805IN/dp/B0CV9J1QSM/ref=sr_1_207?crid=2XY1OKBWIK0FH&dib=eyJ2IjoiMSJ9.kjmloyhjrPGymwXTiPD22-2zr7TP-ketd96iM0XaOKXptFVrFTErbnPKZpXPogRv-NwqhHas_CBS1wH94tIbyE0paGl7KqQTKi34X6AHGt3aj9WqdnzKLFVEATSiP3jDSy4qRPN_JqNFa7uRCD6IfabH3zZ8AXZJeqtVp_eGwwyrL55n3FXMukfn9rBpUNnlGa9N8CMOd3lt49W5OI2GXKN-hc4DhBpUxVipVFB8nn0.bXNEBpceXAPabW8Z9AI92-gCj4r26p-f3sk_LAruzJw&dib_tag=se&keywords=laptop&qid=1725434397&sprefix=laptop%2Caps%2C239&sr=8-207
